ts,id,h,w,l,class,x,y,z,vx,vy,vel,ax,ay,acc,heading,model_reference
700000,2,1.7,2,6,,12.6554,-133.8998,0,0,0,0,0,0,0,180,
700000,3,1.6,1.9,4.9,,2.5256000000000003,-140.735,0,0,0,0,0,0,0,0,
710000,0,0,0,0,,-21.75678,-137.08964,0,0,0,0,0,0,0,0,vehicle.tesla.model3
710000,1,0,0,0,,-4.16854,-130.18444,0,0,0,0,0,0,0,180,vehicle.audi.etron
710000,2,1.7,2,6,,12.55962,-133.89894,0,0,0,0,0,0,0,180,
710000,3,1.6,1.9,4.9,,2.56468,-140.7355,0,0,0,0,0,0,0,0,
720000,0,0,0,0,,-21.66096,-137.09048,0,0,0,0,0,0,0,0,vehicle.tesla.model3
720000,1,0,0,0,,-4.225280000000001,-130.18408,0,0,0,0,0,0,0,180,vehicle.audi.etron
720000,2,1.7,2,6,,12.463840000000001,-133.89808000000002,0,0,0,0,0,0,0,180,
720000,3,1.6,1.9,4.9,,2.60376,-140.73600000000002,0,0,0,0,0,0,0,0,
730000,0,0,0,0,,-21.565140000000003,-137.09132,0,0,0,0,0,0,0,0,vehicle.tesla.model3
730000,1,0,0,0,,-4.28202,-130.18372,0,0,0,0,0,0,0,180,vehicle.audi.etron
730000,2,1.7,2,6,,12.36806,-133.89722,0,0,0,0,0,0,0,180,
730000,3,1.6,1.9,4.9,,2.64284,-140.7365,0,0,0,0,0,0,0,0,
740000,0,0,0,0,,-21.46932,-137.09216,0,0,0,0,0,0,0,0,vehicle.tesla.model3
740000,1,0,0,0,,-4.33876,-130.18336,0,0,0,0,0,0,0,180,vehicle.audi.etron
740000,2,1.7,2,6,,12.27228,-133.89636000000002,0,0,0,0,0,0,0,180,
740000,3,1.6,1.9,4.9,,2.6819200000000003,-140.73700000000002,0,0,0,0,0,0,0,0,
750000,0,0,0,0,,-21.3735,-137.093,0,0,0,0,0,0,0,0,vehicle.tesla.model3
750000,1,0,0,0,,-4.3955,-130.183,0,0,0,0,0,0,0,180,vehicle.audi.etron
750000,2,1.7,2,6,,12.1765,-133.8955,0,0,0,0,0,0,0,180,
750000,3,1.6,1.9,4.9,,2.721,-140.7375,0,0,0,0,0,0,0,0,
760000,0,0,0,0,,-21.27768,-137.09384,0,0,0,0,0,0,0,0,vehicle.tesla.model3
760000,1,0,0,0,,-4.45224,-130.18264,0,0,0,0,0,0,0,180,vehicle.audi.etron
760000,2,1.7,2,6,,12.080720000000001,-133.89464,0,0,0,0,0,0,0,180,
760000,3,1.6,1.9,4.9,,2.76008,-140.738,0,0,0,0,0,0,0,0,
770000,0,0,0,0,,-21.18186,-137.09468,0,0,0,0,0,0,0,0,vehicle.tesla.model3
770000,1,0,0,0,,-4.50898,-130.18228,0,0,0,0,0,0,0,180,vehicle.audi.etron
770000,2,1.7,2,6,,11.984940000000002,-133.89378000000002,0,0,0,0,0,0,0,180,
770000,3,1.6,1.9,4.9,,2.79916,-140.73850000000002,0,0,0,0,0,0,0,0,
780000,0,0,0,0,,-21.086040000000004,-137.09552,0,0,0,0,0,0,0,0,vehicle.tesla.model3
780000,1,0,0,0,,-4.56572,-130.18192,0,0,0,0,0,0,0,180,vehicle.audi.etron
780000,2,1.7,2,6,,11.889160000000002,-133.89292,0,0,0,0,0,0,0,180,
780000,3,1.6,1.9,4.9,,2.8382400000000003,-140.739,0,0,0,0,0,0,0,0,
790000,0,0,0,0,,-20.99022,-137.09636,0,0,0,0,0,0,0,0,vehicle.tesla.model3
790000,1,0,0,0,,-4.62246,-130.18156000000002,0,0,0,0,0,0,0,180,vehicle.audi.etron
790000,2,1.7,2,6,,11.793379999999999,-133.89206000000001,0,0,0,0,0,0,0,180,
790000,3,1.6,1.9,4.9,,2.8773200000000005,-140.73950000000002,0,0,0,0,0,0,0,0,
800000,0,0,0,0,,-20.8944,-137.0972,0,0,0,0,0,0,0,0,vehicle.tesla.model3
800000,1,0,0,0,,-4.679200000000001,-130.18120000000002,0,0,0,0,0,0,0,180,vehicle.audi.etron
800000,2,1.7,2,6,,11.6976,-133.8912,0,0,0,0,0,0,0,180,
800000,3,1.6,1.9,4.9,,2.9164,-140.74,0,0,0,0,0,0,0,0,
810000,0,0,0,0,,-20.79858,-137.09804,0,0,0,0,0,0,0,0,vehicle.tesla.model3
810000,1,0,0,0,,-4.73594,-130.18084000000002,0,0,0,0,0,0,0,180,vehicle.audi.etron
810000,2,1.7,2,6,,11.60182,-133.89034,0,0,0,0,0,0,0,180,
810000,3,1.6,1.9,4.9,,2.95548,-140.7405,0,0,0,0,0,0,0,0,
820000,0,0,0,0,,-20.702759999999998,-137.09888,0,0,0,0,0,0,0,0,vehicle.tesla.model3
820000,1,0,0,0,,-4.79268,-130.18048000000002,0,0,0,0,0,0,0,180,vehicle.audi.etron
820000,2,1.7,2,6,,11.50604,-133.88948,0,0,0,0,0,0,0,180,
820000,3,1.6,1.9,4.9,,2.9945600000000003,-140.741,0,0,0,0,0,0,0,0,
830000,0,0,0,0,,-20.60694,-137.09972,0,0,0,0,0,0,0,0,vehicle.tesla.model3
830000,1,0,0,0,,-4.84942,-130.18012000000002,0,0,0,0,0,0,0,180,vehicle.audi.etron
830000,2,1.7,2,6,,11.41026,-133.88862,0,0,0,0,0,0,0,180,
830000,3,1.6,1.9,4.9,,3.0336399999999997,-140.7415,0,0,0,0,0,0,0,0,
840000,0,0,0,0,,-20.511120000000002,-137.10056,0,0,0,0,0,0,0,0,vehicle.tesla.model3
840000,1,0,0,0,,-4.90616,-130.17976000000002,0,0,0,0,0,0,0,180,vehicle.audi.etron
840000,2,1.7,2,6,,11.31448,-133.88776000000001,0,0,0,0,0,0,0,180,
840000,3,1.6,1.9,4.9,,3.07272,-140.74200000000002,0,0,0,0,0,0,0,0,
850000,0,0,0,0,,-20.4153,-137.10139999999998,0,0,0,0,0,0,0,0,vehicle.tesla.model3
850000,1,0,0,0,,-4.9629,-130.17940000000002,0,0,0,0,0,0,0,180,vehicle.audi.etron
850000,2,1.7,2,6,,11.218699999999998,-133.8869,0,0,0,0,0,0,0,180,
850000,3,1.6,1.9,4.9,,3.1118,-140.7425,0,0,0,0,0,0,0,0,
860000,0,0,0,0,,-20.31948,-137.10224,0,0,0,0,0,0,0,0,vehicle.tesla.model3
860000,1,0,0,0,,-5.01964,-130.17904000000001,0,0,0,0,0,0,0,180,vehicle.audi.etron
860000,2,1.7,2,6,,11.122919999999999,-133.88604,0,0,0,0,0,0,0,180,
860000,3,1.6,1.9,4.9,,3.1508800000000003,-140.743,0,0,0,0,0,0,0,0,
870000,0,0,0,0,,-20.22366,-137.10308,0,0,0,0,0,0,0,0,vehicle.tesla.model3
870000,1,0,0,0,,-5.0763799999999994,-130.17868,0,0,0,0,0,0,0,180,vehicle.audi.etron
870000,2,1.7,2,6,,11.02714,-133.88518,0,0,0,0,0,0,0,180,
870000,3,1.6,1.9,4.9,,3.1899599999999997,-140.7435,0,0,0,0,0,0,0,0,
880000,0,0,0,0,,-20.127840000000003,-137.10392,0,0,0,0,0,0,0,0,vehicle.tesla.model3
880000,1,0,0,0,,-5.13312,-130.17832,0,0,0,0,0,0,0,180,vehicle.audi.etron
880000,2,1.7,2,6,,10.93136,-133.88432,0,0,0,0,0,0,0,180,
880000,3,1.6,1.9,4.9,,3.22904,-140.744,0,0,0,0,0,0,0,0,
890000,0,0,0,0,,-20.03202,-137.10476,0,0,0,0,0,0,0,0,vehicle.tesla.model3
890000,1,0,0,0,,-5.18986,-130.17796,0,0,0,0,0,0,0,180,vehicle.audi.etron
890000,2,1.7,2,6,,10.83558,-133.88345999999999,0,0,0,0,0,0,0,180,
890000,3,1.6,1.9,4.9,,3.26812,-140.74450000000002,0,0,0,0,0,0,0,0,
900000,0,0,0,0,,-19.9362,-137.1056,0,0,0,0,0,0,0,0,vehicle.tesla.model3
900000,1,0,0,0,,-5.246600000000001,-130.1776,0,0,0,0,0,0,0,180,vehicle.audi.etron
900000,2,1.7,2,6,,10.7398,-133.8826,0,0,0,0,0,0,0,180,
900000,3,1.6,1.9,4.9,,3.3072000000000004,-140.745,0,0,0,0,0,0,0,0,
910000,0,0,0,0,,-19.84038,-137.10644,0,0,0,0,0,0,0,0,vehicle.tesla.model3
910000,1,0,0,0,,-5.3033399999999995,-130.17724,0,0,0,0,0,0,0,180,vehicle.audi.etron
910000,2,1.7,2,6,,10.644020000000001,-133.88174,0,0,0,0,0,0,0,180,
910000,3,1.6,1.9,4.9,,3.34628,-140.7455,0,0,0,0,0,0,0,0,
920000,0,0,0,0,,-19.744560000000003,-137.10728,0,0,0,0,0,0,0,0,vehicle.tesla.model3
920000,1,0,0,0,,-5.360080000000001,-130.17688,0,0,0,0,0,0,0,180,vehicle.audi.etron
920000,2,1.7,2,6,,10.548240000000002,-133.88088,0,0,0,0,0,0,0,180,
920000,3,1.6,1.9,4.9,,3.38536,-140.746,0,0,0,0,0,0,0,0,
930000,0,0,0,0,,-19.64874,-137.10812,0,0,0,0,0,0,0,0,vehicle.tesla.model3
930000,1,0,0,0,,-5.41682,-130.17652,0,0,0,0,0,0,0,180,vehicle.audi.etron
930000,2,1.7,2,6,,10.45246,-133.88002,0,0,0,0,0,0,0,180,
930000,3,1.6,1.9,4.9,,3.42444,-140.7465,0,0,0,0,0,0,0,0,
940000,0,0,0,0,,-19.55292,-137.10896,0,0,0,0,0,0,0,0,vehicle.tesla.model3
940000,1,0,0,0,,-5.47356,-130.17616,0,0,0,0,0,0,0,180,vehicle.audi.etron
940000,2,1.7,2,6,,10.35668,-133.87915999999998,0,0,0,0,0,0,0,180,
940000,3,1.6,1.9,4.9,,3.46352,-140.747,0,0,0,0,0,0,0,0,
950000,0,0,0,0,,-19.4571,-137.1098,0,0,0,0,0,0,0,0,vehicle.tesla.model3
950000,1,0,0,0,,-5.5302999999999995,-130.1758,0,0,0,0,0,0,0,180,vehicle.audi.etron
950000,2,1.7,2,6,,10.260900000000001,-133.8783,0,0,0,0,0,0,0,180,
950000,3,1.6,1.9,4.9,,3.5026,-140.7475,0,0,0,0,0,0,0,0,
960000,0,0,0,0,,-19.36128,-137.11064000000002,0,0,0,0,0,0,0,0,vehicle.tesla.model3
960000,1,0,0,0,,-5.58704,-130.17544,0,0,0,0,0,0,0,180,vehicle.audi.etron
960000,2,1.7,2,6,,10.16512,-133.87744,0,0,0,0,0,0,0,180,
960000,3,1.6,1.9,4.9,,3.54168,-140.748,0,0,0,0,0,0,0,0,
970000,0,0,0,0,,-19.26546,-137.11148,0,0,0,0,0,0,0,0,vehicle.tesla.model3
970000,1,0,0,0,,-5.6437800000000005,-130.17508,0,0,0,0,0,0,0,180,vehicle.audi.etron
970000,2,1.7,2,6,,10.06934,-133.87658,0,0,0,0,0,0,0,180,
970000,3,1.6,1.9,4.9,,3.58076,-140.7485,0,0,0,0,0,0,0,0,
980000,0,0,0,0,,-19.16964,-137.11232,0,0,0,0,0,0,0,0,vehicle.tesla.model3
980000,1,0,0,0,,-5.70052,-130.17472,0,0,0,0,0,0,0,180,vehicle.audi.etron
980000,2,1.7,2,6,,9.97356,-133.87572,0,0,0,0,0,0,0,180,
980000,3,1.6,1.9,4.9,,3.61984,-140.749,0,0,0,0,0,0,0,0,
990000,0,0,0,0,,-19.07382,-137.11316000000002,0,0,0,0,0,0,0,0,vehicle.tesla.model3
990000,1,0,0,0,,-5.7572600000000005,-130.17436,0,0,0,0,0,0,0,180,vehicle.audi.etron
990000,2,1.7,2,6,,9.87778,-133.87486,0,0,0,0,0,0,0,180,
990000,3,1.6,1.9,4.9,,3.65892,-140.7495,0,0,0,0,0,0,0,0,
1000000,0,0,0,0,,-18.978,-137.114,0,0,0,0,0,0,0,0,vehicle.tesla.model3
1000000,1,0,0,0,,-5.814,-130.174,0,0,0,0,0,0,0,180,vehicle.audi.etron
1000000,2,1.7,2,6,,9.782,-133.874,0,0,0,0,0,0,0,180,
1000000,3,1.6,1.9,4.9,,3.6980000000000004,-140.75,0,0,0,0,0,0,0,0,
1010000,0,0,0,0,,-18.882179999999998,-137.11484000000002,0,0,0,0,0,0,0,0,vehicle.tesla.model3
1010000,1,0,0,0,,-5.87074,-130.17364,0,0,0,0,0,0,0,180,vehicle.audi.etron
1010000,2,1.7,2,6,,9.68622,-133.87314,0,0,0,0,0,0,0,180,
1010000,3,1.6,1.9,4.9,,3.73708,-140.7505,0,0,0,0,0,0,0,0,
1020000,0,0,0,0,,-18.78636,-137.11568,0,0,0,0,0,0,0,0,vehicle.tesla.model3
1020000,1,0,0,0,,-5.927480000000001,-130.17328,0,0,0,0,0,0,0,180,vehicle.audi.etron
1020000,2,1.7,2,6,,9.59044,-133.87228,0,0,0,0,0,0,0,180,
1020000,3,1.6,1.9,4.9,,3.77616,-140.751,0,0,0,0,0,0,0,0,
1030000,0,0,0,0,,-18.690540000000002,-137.11652,0,0,0,0,0,0,0,0,vehicle.tesla.model3
1030000,1,0,0,0,,-5.9842200000000005,-130.17292,0,0,0,0,0,0,0,180,vehicle.audi.etron
1030000,2,1.7,2,6,,9.49466,-133.87142,0,0,0,0,0,0,0,180,
1030000,3,1.6,1.9,4.9,,3.81524,-140.7515,0,0,0,0,0,0,0,0,
1040000,0,0,0,0,,-18.59472,-137.11736000000002,0,0,0,0,0,0,0,0,vehicle.tesla.model3
1040000,1,0,0,0,,-6.04096,-130.17256,0,0,0,0,0,0,0,180,vehicle.audi.etron
1040000,2,1.7,2,6,,9.39888,-133.87056,0,0,0,0,0,0,0,180,
1040000,3,1.6,1.9,4.9,,3.8543200000000004,-140.752,0,0,0,0,0,0,0,0,
1050000,0,0,0,0,,-18.4989,-137.1182,0,0,0,0,0,0,0,0,vehicle.tesla.model3
1050000,1,0,0,0,,-6.0977,-130.1722,0,0,0,0,0,0,0,180,vehicle.audi.etron
1050000,2,1.7,2,6,,9.303099999999999,-133.8697,0,0,0,0,0,0,0,180,
1050000,3,1.6,1.9,4.9,,3.8933999999999997,-140.7525,0,0,0,0,0,0,0,0,
1060000,0,0,0,0,,-18.40308,-137.11904,0,0,0,0,0,0,0,0,vehicle.tesla.model3
1060000,1,0,0,0,,-6.15444,-130.17184,0,0,0,0,0,0,0,180,vehicle.audi.etron
1060000,2,1.7,2,6,,9.20732,-133.86884,0,0,0,0,0,0,0,180,
1060000,3,1.6,1.9,4.9,,3.93248,-140.753,0,0,0,0,0,0,0,0,
1070000,0,0,0,0,,-18.307260000000003,-137.11988,0,0,0,0,0,0,0,0,vehicle.tesla.model3
1070000,1,0,0,0,,-6.211180000000001,-130.17148,0,0,0,0,0,0,0,180,vehicle.audi.etron
1070000,2,1.7,2,6,,9.11154,-133.86798000000002,0,0,0,0,0,0,0,180,
1070000,3,1.6,1.9,4.9,,3.97156,-140.7535,0,0,0,0,0,0,0,0,
1080000,0,0,0,0,,-18.21144,-137.12072,0,0,0,0,0,0,0,0,vehicle.tesla.model3
1080000,1,0,0,0,,-6.26792,-130.17112,0,0,0,0,0,0,0,180,vehicle.audi.etron
1080000,2,1.7,2,6,,9.01576,-133.86712,0,0,0,0,0,0,0,180,
1080000,3,1.6,1.9,4.9,,4.01064,-140.754,0,0,0,0,0,0,0,0,
1090000,0,0,0,0,,-18.11562,-137.12156000000002,0,0,0,0,0,0,0,0,vehicle.tesla.model3
1090000,1,0,0,0,,-6.324660000000001,-130.17076,0,0,0,0,0,0,0,180,vehicle.audi.etron
1090000,2,1.7,2,6,,8.91998,-133.86626,0,0,0,0,0,0,0,180,
1090000,3,1.6,1.9,4.9,,4.04972,-140.7545,0,0,0,0,0,0,0,0,
1100000,0,0,0,0,,-18.0198,-137.1224,0,0,0,0,0,0,0,0,vehicle.tesla.model3
1100000,1,0,0,0,,-6.3814,-130.1704,0,0,0,0,0,0,0,180,vehicle.audi.etron
1100000,2,1.7,2,6,,8.824200000000001,-133.86540000000002,0,0,0,0,0,0,0,180,
1100000,3,1.6,1.9,4.9,,4.0888,-140.755,0,0,0,0,0,0,0,0,
1110000,0,0,0,0,,-17.92398,-137.12324,0,0,0,0,0,0,0,0,vehicle.tesla.model3
1110000,1,0,0,0,,-6.43814,-130.17004,0,0,0,0,0,0,0,180,vehicle.audi.etron
1110000,2,1.7,2,6,,8.728420000000002,-133.86454,0,0,0,0,0,0,0,180,
1110000,3,1.6,1.9,4.9,,4.12788,-140.75549999999998,0,0,0,0,0,0,0,0,
1120000,0,0,0,0,,-17.82816,-137.12408,0,0,0,0,0,0,0,0,vehicle.tesla.model3
1120000,1,0,0,0,,-6.494880000000001,-130.16968,0,0,0,0,0,0,0,180,vehicle.audi.etron
1120000,2,1.7,2,6,,8.632639999999999,-133.86368000000002,0,0,0,0,0,0,0,180,
1120000,3,1.6,1.9,4.9,,4.16696,-140.756,0,0,0,0,0,0,0,0,
1130000,0,0,0,0,,-17.73234,-137.12492,0,0,0,0,0,0,0,0,vehicle.tesla.model3
1130000,1,0,0,0,,-6.551620000000001,-130.16932,0,0,0,0,0,0,0,180,vehicle.audi.etron
1130000,2,1.7,2,6,,8.536859999999999,-133.86282,0,0,0,0,0,0,0,180,
1130000,3,1.6,1.9,4.9,,4.20604,-140.7565,0,0,0,0,0,0,0,0,
1140000,0,0,0,0,,-17.63652,-137.12575999999999,0,0,0,0,0,0,0,0,vehicle.tesla.model3
1140000,1,0,0,0,,-6.60836,-130.16896,0,0,0,0,0,0,0,180,vehicle.audi.etron
1140000,2,1.7,2,6,,8.44108,-133.86196,0,0,0,0,0,0,0,180,
1140000,3,1.6,1.9,4.9,,4.24512,-140.757,0,0,0,0,0,0,0,0,
1150000,0,0,0,0,,-17.5407,-137.1266,0,0,0,0,0,0,0,0,vehicle.tesla.model3
1150000,1,0,0,0,,-6.6651,-130.1686,0,0,0,0,0,0,0,180,vehicle.audi.etron
1150000,2,1.7,2,6,,8.3453,-133.86110000000002,0,0,0,0,0,0,0,180,
1150000,3,1.6,1.9,4.9,,4.2842,-140.7575,0,0,0,0,0,0,0,0,
1160000,0,0,0,0,,-17.44488,-137.12744,0,0,0,0,0,0,0,0,vehicle.tesla.model3
1160000,1,0,0,0,,-6.72184,-130.16824,0,0,0,0,0,0,0,180,vehicle.audi.etron
1160000,2,1.7,2,6,,8.24952,-133.86024,0,0,0,0,0,0,0,180,
1160000,3,1.6,1.9,4.9,,4.32328,-140.758,0,0,0,0,0,0,0,0,
1170000,0,0,0,0,,-17.34906,-137.12828,0,0,0,0,0,0,0,0,vehicle.tesla.model3
1170000,1,0,0,0,,-6.77858,-130.16788,0,0,0,0,0,0,0,180,vehicle.audi.etron
1170000,2,1.7,2,6,,8.15374,-133.85938000000002,0,0,0,0,0,0,0,180,
1170000,3,1.6,1.9,4.9,,4.36236,-140.7585,0,0,0,0,0,0,0,0,
1180000,0,0,0,0,,-17.25324,-137.12912,0,0,0,0,0,0,0,0,vehicle.tesla.model3
1180000,1,0,0,0,,-6.83532,-130.16752,0,0,0,0,0,0,0,180,vehicle.audi.etron
1180000,2,1.7,2,6,,8.057960000000001,-133.85852,0,0,0,0,0,0,0,180,
1180000,3,1.6,1.9,4.9,,4.40144,-140.759,0,0,0,0,0,0,0,0,
1190000,0,0,0,0,,-17.15742,-137.12995999999998,0,0,0,0,0,0,0,0,vehicle.tesla.model3
1190000,1,0,0,0,,-6.892060000000001,-130.16716,0,0,0,0,0,0,0,180,vehicle.audi.etron
1190000,2,1.7,2,6,,7.962180000000001,-133.85766,0,0,0,0,0,0,0,180,
1190000,3,1.6,1.9,4.9,,4.44052,-140.7595,0,0,0,0,0,0,0,0,
1200000,0,0,0,0,,-17.061600000000002,-137.1308,0,0,0,0,0,0,0,0,vehicle.tesla.model3
1200000,1,0,0,0,,-6.9488,-130.1668,0,0,0,0,0,0,0,180,vehicle.audi.etron
1200000,2,1.7,2,6,,7.866400000000001,-133.8568,0,0,0,0,0,0,0,180,
1200000,3,1.6,1.9,4.9,,4.4796,-140.76,0,0,0,0,0,0,0,0,
1210000,0,0,0,0,,-16.96578,-137.13164,0,0,0,0,0,0,0,0,vehicle.tesla.model3
1210000,1,0,0,0,,-7.00554,-130.16644,0,0,0,0,0,0,0,180,vehicle.audi.etron
1210000,2,1.7,2,6,,7.770619999999999,-133.85594,0,0,0,0,0,0,0,180,
1210000,3,1.6,1.9,4.9,,4.51868,-140.7605,0,0,0,0,0,0,0,0,
1220000,0,0,0,0,,-16.869960000000003,-137.13248,0,0,0,0,0,0,0,0,vehicle.tesla.model3
1220000,1,0,0,0,,-7.0622799999999994,-130.16608,0,0,0,0,0,0,0,180,vehicle.audi.etron
1220000,2,1.7,2,6,,7.67484,-133.85508,0,0,0,0,0,0,0,180,
1220000,3,1.6,1.9,4.9,,4.55776,-140.761,0,0,0,0,0,0,0,0,
1230000,0,0,0,0,,-16.77414,-137.13332,0,0,0,0,0,0,0,0,vehicle.tesla.model3
1230000,1,0,0,0,,-7.119020000000001,-130.16572,0,0,0,0,0,0,0,180,vehicle.audi.etron
1230000,2,1.7,2,6,,7.579059999999999,-133.85422,0,0,0,0,0,0,0,180,
1230000,3,1.6,1.9,4.9,,4.59684,-140.7615,0,0,0,0,0,0,0,0,
1240000,0,0,0,0,,-16.678320000000003,-137.13416,0,0,0,0,0,0,0,0,vehicle.tesla.model3
1240000,1,0,0,0,,-7.17576,-130.16536,0,0,0,0,0,0,0,180,vehicle.audi.etron
1240000,2,1.7,2,6,,7.48328,-133.85336,0,0,0,0,0,0,0,180,
1240000,3,1.6,1.9,4.9,,4.63592,-140.762,0,0,0,0,0,0,0,0,
1250000,0,0,0,0,,-16.5825,-137.135,0,0,0,0,0,0,0,0,vehicle.tesla.model3
1250000,1,0,0,0,,-7.2325,-130.165,0,0,0,0,0,0,0,180,vehicle.audi.etron
1250000,2,1.7,2,6,,7.3875,-133.8525,0,0,0,0,0,0,0,180,
1250000,3,1.6,1.9,4.9,,4.675,-140.76250000000002,0,0,0,0,0,0,0,0,
1260000,0,0,0,0,,-16.48668,-137.13584,0,0,0,0,0,0,0,0,vehicle.tesla.model3
1260000,1,0,0,0,,-7.2892399999999995,-130.16464,0,0,0,0,0,0,0,180,vehicle.audi.etron
1260000,2,1.7,2,6,,7.291720000000001,-133.85164,0,0,0,0,0,0,0,180,
1260000,3,1.6,1.9,4.9,,4.71408,-140.763,0,0,0,0,0,0,0,0,
1270000,0,0,0,0,,-16.39086,-137.13668,0,0,0,0,0,0,0,0,vehicle.tesla.model3
1270000,1,0,0,0,,-7.34598,-130.16428,0,0,0,0,0,0,0,180,vehicle.audi.etron
1270000,2,1.7,2,6,,7.19594,-133.85078,0,0,0,0,0,0,0,180,
1270000,3,1.6,1.9,4.9,,4.75316,-140.7635,0,0,0,0,0,0,0,0,
1280000,0,0,0,0,,-16.29504,-137.13752,0,0,0,0,0,0,0,0,vehicle.tesla.model3
1280000,1,0,0,0,,-7.40272,-130.16392,0,0,0,0,0,0,0,180,vehicle.audi.etron
1280000,2,1.7,2,6,,7.100160000000001,-133.84992,0,0,0,0,0,0,0,180,
1280000,3,1.6,1.9,4.9,,4.79224,-140.764,0,0,0,0,0,0,0,0,
1290000,0,0,0,0,,-16.19922,-137.13836,0,0,0,0,0,0,0,0,vehicle.tesla.model3
1290000,1,0,0,0,,-7.45946,-130.16356,0,0,0,0,0,0,0,180,vehicle.audi.etron
1290000,2,1.7,2,6,,7.004380000000001,-133.84906,0,0,0,0,0,0,0,180,
1290000,3,1.6,1.9,4.9,,4.83132,-140.7645,0,0,0,0,0,0,0,0,
1300000,0,0,0,0,,-16.1034,-137.13920000000002,0,0,0,0,0,0,0,0,vehicle.tesla.model3
1300000,1,0,0,0,,-7.5162,-130.1632,0,0,0,0,0,0,0,180,vehicle.audi.etron
1300000,2,1.7,2,6,,6.908599999999999,-133.8482,0,0,0,0,0,0,0,180,
1300000,3,1.6,1.9,4.9,,4.8704,-140.76500000000001,0,0,0,0,0,0,0,0,
1310000,0,0,0,0,,-16.00758,-137.14004,0,0,0,0,0,0,0,0,vehicle.tesla.model3
1310000,1,0,0,0,,-7.57294,-130.16284,0,0,0,0,0,0,0,180,vehicle.audi.etron
1310000,2,1.7,2,6,,6.812819999999999,-133.84734,0,0,0,0,0,0,0,180,
1310000,3,1.6,1.9,4.9,,4.90948,-140.7655,0,0,0,0,0,0,0,0,
1320000,0,0,0,0,,-15.91176,-137.14088,0,0,0,0,0,0,0,0,vehicle.tesla.model3
1320000,1,0,0,0,,-7.62968,-130.16248,0,0,0,0,0,0,0,180,vehicle.audi.etron
1320000,2,1.7,2,6,,6.71704,-133.84647999999999,0,0,0,0,0,0,0,180,
1320000,3,1.6,1.9,4.9,,4.94856,-140.76600000000002,0,0,0,0,0,0,0,0,
1330000,0,0,0,0,,-15.815940000000001,-137.14172000000002,0,0,0,0,0,0,0,0,vehicle.tesla.model3
1330000,1,0,0,0,,-7.686420000000001,-130.16212,0,0,0,0,0,0,0,180,vehicle.audi.etron
1330000,2,1.7,2,6,,6.6212599999999995,-133.84562,0,0,0,0,0,0,0,180,
1330000,3,1.6,1.9,4.9,,4.98764,-140.7665,0,0,0,0,0,0,0,0,
1340000,0,0,0,0,,-15.72012,-137.14256,0,0,0,0,0,0,0,0,vehicle.tesla.model3
1340000,1,0,0,0,,-7.7431600000000005,-130.16176,0,0,0,0,0,0,0,180,vehicle.audi.etron
1340000,2,1.7,2,6,,6.52548,-133.84476,0,0,0,0,0,0,0,180,
1340000,3,1.6,1.9,4.9,,5.02672,-140.76700000000002,0,0,0,0,0,0,0,0,
1350000,0,0,0,0,,-15.624300000000002,-137.1434,0,0,0,0,0,0,0,0,vehicle.tesla.model3
1350000,1,0,0,0,,-7.7999,-130.1614,0,0,0,0,0,0,0,180,vehicle.audi.etron
1350000,2,1.7,2,6,,6.4297,-133.8439,0,0,0,0,0,0,0,180,
1350000,3,1.6,1.9,4.9,,5.0658,-140.7675,0,0,0,0,0,0,0,0,
1360000,0,0,0,0,,-15.52848,-137.14424000000002,0,0,0,0,0,0,0,0,vehicle.tesla.model3
1360000,1,0,0,0,,-7.85664,-130.16103999999999,0,0,0,0,0,0,0,180,vehicle.audi.etron
1360000,2,1.7,2,6,,6.333920000000001,-133.84304,0,0,0,0,0,0,0,180,
1360000,3,1.6,1.9,4.9,,5.1048800000000005,-140.768,0,0,0,0,0,0,0,0,
1370000,0,0,0,0,,-15.43266,-137.14508,0,0,0,0,0,0,0,0,vehicle.tesla.model3
1370000,1,0,0,0,,-7.91338,-130.16067999999999,0,0,0,0,0,0,0,180,vehicle.audi.etron
1370000,2,1.7,2,6,,6.238140000000001,-133.84218,0,0,0,0,0,0,0,180,
1370000,3,1.6,1.9,4.9,,5.14396,-140.76850000000002,0,0,0,0,0,0,0,0,
1380000,0,0,0,0,,-15.33684,-137.14592000000002,0,0,0,0,0,0,0,0,vehicle.tesla.model3
1380000,1,0,0,0,,-7.97012,-130.16031999999998,0,0,0,0,0,0,0,180,vehicle.audi.etron
1380000,2,1.7,2,6,,6.142360000000001,-133.84132,0,0,0,0,0,0,0,180,
1380000,3,1.6,1.9,4.9,,5.18304,-140.769,0,0,0,0,0,0,0,0,
1390000,0,0,0,0,,-15.24102,-137.14676,0,0,0,0,0,0,0,0,vehicle.tesla.model3
1390000,1,0,0,0,,-8.026860000000001,-130.15995999999998,0,0,0,0,0,0,0,180,vehicle.audi.etron
1390000,2,1.7,2,6,,6.046579999999999,-133.84046,0,0,0,0,0,0,0,180,
1390000,3,1.6,1.9,4.9,,5.22212,-140.76950000000002,0,0,0,0,0,0,0,0,
1400000,0,0,0,0,,-15.1452,-137.1476,0,0,0,0,0,0,0,0,vehicle.tesla.model3
1400000,1,0,0,0,,-8.0836,-130.15959999999998,0,0,0,0,0,0,0,180,vehicle.audi.etron
1400000,2,1.7,2,6,,5.950799999999999,-133.8396,0,0,0,0,0,0,0,180,
